fen,n,W,D,L,pW,pD,pL,mean_reward,reward_variance,result_entropy,ci95_low,ci95_high,ci95_width,ci_contains_zero,H_mean,U_mean,HU_mean,H_count,U_count,HU_count,H_fraction,U_fraction,HU_fraction
rnbqkbnr/pppp2pp/4pp2/8/3PP3/5N2/PPP2PPP/RNBQKB1R b KQkq - 0 3,17,12,1,4,0.7058823529411765,0.058823529411764705,0.23529411764705882,0.4705882352941177,0.7197231833910034,1.0863128407412879,0.0673085212949378,0.8738679492932976,0.8065594279983598,False,1.9837829271952312,0.023449840407599423,0.044775501754159265,3,17,3,0.17647058823529413,1.0,0.17647058823529413
rnbqkbnr/pppp2pp/4p3/5p2/3N4/4P3/PPPP1PPP/RNBQKB1R w KQkq - 0 4,33,17,3,13,0.5151515151515151,0.09090909090909091,0.3939393939393939,0.12121212121212122,0.8943985307621671,1.3368949636235008,-0.2014564452679573,0.44388068769219974,0.645337132960157,True,1.278582262992859,0.00712014590813355,0.00883325635863929,25,33,25,0.7575757575757576,1.0,0.7575757575757576
rnb1kbnr/pppp2pp/4p3/1N3p2/7q/4P3/PPPP1PPP/RNBQKB1R w KQkq - 2 5,17,10,2,5,0.5882352941176471,0.11764705882352941,0.29411764705882354,0.29411764705882354,0.7958477508650519,1.3328204045850196,-0.12995340431944108,0.7181886984370882,0.8481421027565292,True,,0.008027177879258114,,0,17,0,0.0,1.0,0.0
rnb1kbnr/pppp2pp/4p3/1N3p2/2q5/4P1P1/PPPP1P1P/RNBQKB1R w KQkq - 1 6,17,10,2,5,0.5882352941176471,0.11764705882352941,0.29411764705882354,0.29411764705882354,0.7958477508650519,1.3328204045850196,-0.12995340431944108,0.7181886984370882,0.8481421027565292,True,,0.008761370088905096,,0,17,0,0.0,1.0,0.0
rnb1kb1r/pppp2pp/4pn2/5p2/8/4P1P1/PPPP1P1P/RNBQK2R w KQkq - 1 7,10,7,2,1,0.7,0.2,0.1,0.6,0.43999999999999995,1.1567796494470395,0.188874486183913,1.0111255138160868,0.8222510276321738,False,,0.020837646443396807,,0,10,0,0.0,1.0,0.0
rnbqkbnr/ppppp1pp/5p2/8/8/2P2N2/PP1PPPPP/RNBQKB1R b KQkq - 0 2,28,16,6,6,0.5714285714285714,0.21428571428571427,0.21428571428571427,0.3571428571428571,0.6581632653061225,1.41379956460568,0.056648794866896335,0.6576369194188179,0.6009881245519215,False,1.7615338563919067,0.023949376373950924,0.04370329875690593,8,28,8,0.2857142857142857,1.0,0.2857142857142857
r1bq1knr/ppNp2pp/n1pbpp2/8/1P3P2/4P3/P1PP2PP/RNBQKB1R b KQ - 0 7,14,5,3,6,0.35714285714285715,0.21428571428571427,0.42857142857142855,-0.0714285714285714,0.7806122448979592,1.5306189948485172,-0.534237525665407,0.39138038280826426,0.9256179084736713,True,,0.026224958710372448,,0,14,0,0.0,1.0,0.0
r1bq1bnr/pp1p1k1p/1Qn1ppp1/8/8/4P3/PPPP1PPP/RNB1KB1R w KQ - 4 8,11,8,2,1,0.7272727272727273,0.18181818181818182,0.09090909090909091,0.6363636363636364,0.41322314049586784,1.0957952550009336,0.25648570405896715,1.0162415686683055,0.7597558646093383,False,0.0998009666800499,0.02053712731735273,0.0019408550327558172,2,11,2,0.18181818181818182,1.0,0.18181818181818182
r1bqk2r/pp1p2pp/2pbp2n/1N2PpN1/1n1P2P1/8/PPP2P1P/R1BQKB1R w KQkq - 3 9,14,8,1,5,0.5714285714285714,0.07142857142857142,0.35714285714285715,0.21428571428571425,0.8826530612244898,1.2638091738835462,-0.2778434345340913,0.7064148631055198,0.9842582976396111,True,0.043620264157652855,0.014917378313839436,0.0006512000004048439,2,14,2,0.14285714285714285,1.0,0.14285714285714285
r1bq1k1r/ppNp2pp/2pbp2n/4PpN1/1n1P2P1/8/PPP2P1P/R1BQKB1R w KQ - 5 10,14,8,1,5,0.5714285714285714,0.07142857142857142,0.35714285714285715,0.21428571428571425,0.8826530612244898,1.2638091738835462,-0.2778434345340913,0.7064148631055198,0.9842582976396111,True,0.7575346454977989,0.019707820112151758,0.014952257221083176,8,14,8,0.5714285714285714,1.0,0.5714285714285714
rnbqk1nr/pppp1ppp/8/4p3/1b1P4/2P2N2/PP2PPPP/RNBQKB1R b KQkq - 0 3,36,18,7,11,0.5,0.19444444444444445,0.3055555555555556,0.19444444444444442,0.7677469135802469,1.4820393824041145,-0.09177944583656977,0.4806683347254586,0.5724477805620284,True,1.6122825958512046,0.013251818949356675,0.021529194006434535,22,36,22,0.6111111111111112,1.0,0.6111111111111112
rnbqkbnr/ppp1p1pp/3p1p2/6N1/8/2N5/PPPPPPPP/R1BQKB1R b KQkq - 1 3,24,16,5,3,0.6666666666666666,0.20833333333333334,0.125,0.5416666666666666,0.4982638888888889,1.2364405016961446,0.2592617998674219,0.8240715334659113,0.5648097335984894,False,,0.025791887038697798,,0,24,0,0.0,1.0,0.0
rnbqkb1r/pp1pp1p1/2p2p2/7p/3P4/2N5/PPP1PPP1/R1BQKB1R w KQkq - 0 6,18,10,0,8,0.5555555555555556,0.0,0.4444444444444444,0.11111111111111116,0.9876543209876543,0.9910760598382222,-0.34799632022560106,0.5702185424478234,0.9182148626734246,True,,0.014222783140010305,,0,18,0,0.0,1.0,0.0
rnbqkbnr/pppp2pp/4p3/1N3p2/8/4P3/PPPP1PPP/RNBQKB1R b KQkq - 1 4,34,19,3,12,0.5588235294117647,0.08823529411764706,0.35294117647058826,0.20588235294117646,0.8693771626297578,1.3084904804784139,-0.10752757266341245,0.5192922785457654,0.6268198512091778,True,0.3092204618912477,0.016720600782290977,0.005108401962990986,13,34,13,0.38235294117647056,1.0,0.38235294117647056
rnb1kbnr/pppp2pp/4p3/1N3p2/7q/4P1P1/PPPP1P1P/RNBQKB1R b KQkq - 0 5,34,19,3,12,0.5588235294117647,0.08823529411764706,0.35294117647058826,0.20588235294117646,0.8693771626297578,1.3084904804784139,-0.10752757266341245,0.5192922785457654,0.6268198512091778,True,0.40882240687355853,0.014537117307019584,0.005466026928982668,33,34,33,0.9705882352941176,1.0,0.9705882352941176
rnb1kbnr/pppp2pp/4p3/5p2/8/4P1P1/PPPP1P1P/RNBQK2R b KQkq - 0 6,29,16,3,10,0.5517241379310345,0.10344827586206896,0.3448275862068966,0.2068965517241379,0.8537455410225921,1.3416303588849137,-0.12939295507892212,0.5431860585271979,0.67257901360612,True,1.6201523542404175,0.029212979920979203,0.05493529045536372,1,29,1,0.034482758620689655,1.0,0.034482758620689655
rnbqkbnr/pp1p3p/2p1ppp1/8/3N4/2N1P3/PPPP1PPP/R1BQKB1R w KQkq - 0 5,19,9,5,5,0.47368421052631576,0.2631578947368421,0.2631578947368421,0.21052631578947367,0.6925207756232686,1.5243166733459836,-0.1636598215407356,0.584712453119683,0.7483722746604187,True,0.9953327625989914,0.007776540164884768,0.006912951078773086,12,19,12,0.631578947368421,1.0,0.631578947368421
r1bq1k1r/ppNp3p/2nbpppn/8/5PP1/4P3/PPPP3P/R1BQKB1R w KQ - 1 10,21,16,3,2,0.7619047619047619,0.14285714285714285,0.09523809523809523,0.6666666666666666,0.4126984126984127,1.0230370655328809,0.3919058219353516,0.9414275113979816,0.54952168946263,False,0.7965206503868103,0.006374099247512363,0.004795407954288761,1,21,1,0.047619047619047616,1.0,0.047619047619047616
rnbqkbnr/pp1p2pp/2p1p3/8/8/2N1P3/PPPP1PPP/R1BQKB1R w KQkq - 0 5,32,23,3,6,0.71875,0.09375,0.1875,0.53125,0.6240234375,1.1154191407561969,0.2575507844877746,0.8049492155122254,0.5473984310244508,False,1.5045417547225952,0.006534756801556796,0.008631752434947404,1,32,1,0.03125,1.0,0.03125
rnb1kbnr/pp1p2pp/2p1p3/8/7q/2NBP3/PPPP1PPP/R1BQK2R w KQkq - 2 6,11,8,0,3,0.7272727272727273,0.0,0.2727272727272727,0.4545454545454546,0.7933884297520661,0.8453509366224364,-0.07182884899526343,0.9809197580861726,1.052748607081436,True,,0.006436581384729256,,0,11,0,0.0,1.0,0.0
r1bqkbnr/pppp1pp1/n3p2p/8/3PP3/7N/PPP2PPP/RNBQKB1R w KQkq - 1 4,12,3,1,8,0.25,0.08333333333333333,0.6666666666666666,-0.41666666666666663,0.7430555555555556,1.188721875540867,-0.9043839104116689,0.07105057707833562,0.9754344874900045,True,1.1353746453921,0.025587252185990412,0.028691615606081872,12,12,12,1.0,1.0,1.0
r1bqkbnr/ppp2pp1/n3p2p/3p4/1P1PP3/7N/P1P2PPP/RNBQKB1R w KQkq - 0 5,12,5,2,5,0.4166666666666667,0.16666666666666666,0.4166666666666667,0.0,0.8333333333333334,1.4833557549816874,-0.5164958602538013,0.5164958602538013,1.0329917205076027,True,1.216700507534875,0.030561211053282022,0.034680050056071145,9,12,9,0.75,1.0,0.75
rnbqkb1r/pp1p3p/2p1ppp1/8/3PPB2/2N5/PPP2PPP/R2QKB1R b KQkq - 1 7,14,7,1,6,0.5,0.07142857142857142,0.42857142857142855,0.07142857142857145,0.9234693877551021,1.2958363892911637,-0.4319506966354117,0.5748078394925547,1.0067585361279663,True,,0.02599714550056628,,0,14,0,0.0,1.0,0.0
rnbqkbnr/pppp3p/4p1p1/5p1Q/3N4/4P3/PPPP1PPP/RNB1KB1R w KQkq - 0 5,12,5,1,6,0.4166666666666667,0.08333333333333333,0.5,-0.08333333333333331,0.9097222222222223,1.3250112108241772,-0.622982946117485,0.45631627945081826,1.0792992255683032,True,0.8788256198167801,0.012153430609032512,0.010745387242214141,12,12,12,1.0,1.0,1.0
rnb1kbnr/pppp3p/4p1p1/5p2/3N4/4P3/PPPP1PPP/RNB1KB1R w KQkq - 0 6,11,5,1,5,0.45454545454545453,0.09090909090909091,0.45454545454545453,0.0,0.9090909090909091,1.3485878960124222,-0.5634500293677832,0.5634500293677832,1.1269000587355664,True,,0.00524836118248376,,0,11,0,0.0,1.0,0.0
r1bq1knr/ppNp3p/2nbppp1/8/5P2/4P3/PPPP2PP/R1BQKB1R w KQ - 1 9,17,11,2,4,0.6470588235294118,0.11764705882352941,0.23529411764705882,0.411764705882353,0.7128027681660899,1.2607717938967942,0.01042851988928839,0.8131008918754176,0.8026723719861292,False,,0.007262915263281149,,0,17,0,0.0,1.0,0.0
rnbqkb1r/pppp1ppp/7n/4p1N1/4P3/8/PPPP1PPP/RNBQKB1R b KQkq - 2 3,20,13,2,5,0.65,0.1,0.25,0.4,0.74,1.2361602543738117,0.022993400103283823,0.7770065998967162,0.7540131997934323,False,0.11839393153786659,0.01974145737476647,0.0022325373343968606,4,20,4,0.2,1.0,0.2
rnbqkb1r/pppp1Npp/7n/4pp2/4P3/8/PPPP1PPP/RNBQKB1R b KQkq - 1 4,18,11,2,5,0.6111111111111112,0.1111111111111111,0.2777777777777778,0.33333333333333337,0.7777777777777778,1.2997367636952522,-0.07408409558695445,0.7407507622536211,0.8148348578405755,True,0.6242409646511078,0.012992649287399318,0.007334128210359225,2,18,2,0.1111111111111111,1.0,0.1111111111111111
rnb1kb1r/pppp1Npp/7n/4pp2/4P2q/6P1/PPPP1P1P/RNBQKB1R b KQkq - 0 5,18,11,2,5,0.6111111111111112,0.1111111111111111,0.2777777777777778,0.33333333333333337,0.7777777777777778,1.2997367636952522,-0.07408409558695445,0.7407507622536211,0.8148348578405755,True,2.364548373222351,0.01282547279778454,0.03145380226225018,10,18,10,0.5555555555555556,1.0,0.5555555555555556
rnbqkb1r/pp1p2p1/2p1pp2/7p/3PP3/2N5/PPP2PP1/R1BQKB1R w KQkq - 0 7,15,11,0,4,0.7333333333333333,0.0,0.26666666666666666,0.4666666666666666,0.7822222222222223,0.8366407419411672,0.019089898182680476,0.9142434351506528,0.8951535369679723,False,1.6355557888746262,0.013833458287020524,0.02413176773968928,8,15,8,0.5333333333333333,1.0,0.5333333333333333
rnbqkb1r/pppp2pp/4pp1n/1N6/6P1/5N2/PPPPPP1P/R1BQKB1R b KQkq - 1 4,13,10,0,3,0.7692307692307693,0.0,0.23076923076923078,0.5384615384615385,0.710059171597633,0.7793498372920851,0.08040014956695185,0.9965229273561252,0.9161227777891734,False,0.9795387387275696,0.02146697287949232,0.031003407557398166,1,13,1,0.07692307692307693,1.0,0.07692307692307693
rnbqk2r/pppp2pp/4pp1n/1N6/1b4P1/2P2N2/PP1PPP1P/R1BQKB1R b KQkq - 0 5,17,10,1,6,0.5882352941176471,0.058823529411764705,0.35294117647058826,0.23529411764705882,0.8858131487889274,1.2210477851797181,-0.21210455533093991,0.6826927906250575,0.8947973459559975,True,0.5548430358370146,0.03427333790151512,0.01763744086178286,6,17,6,0.35294117647058826,1.0,0.35294117647058826
rnbqk2r/ppNp2pp/2p1pp1n/8/1b4P1/2P2N2/PP1PPP1P/R1BQKB1R b KQkq - 1 6,17,10,1,6,0.5882352941176471,0.058823529411764705,0.35294117647058826,0.23529411764705882,0.8858131487889274,1.2210477851797181,-0.21210455533093991,0.6826927906250575,0.8947973459559975,True,,0.037907723008709794,,0,17,0,0.0,1.0,0.0
r1bqkbnr/pppp1pp1/n3p2p/8/1P1PP3/7N/P1P2PPP/RNBQKB1R b KQkq - 0 4,19,11,2,6,0.5789473684210527,0.10526315789473684,0.3157894736842105,0.26315789473684215,0.8254847645429363,1.3235315761100483,-0.14537386207180775,0.671689651545492,0.8170635136172997,True,1.317104697227478,0.022887320796910086,0.042008231481282333,3,19,3,0.15789473684210525,1.0,0.15789473684210525
rn1qkbnr/ppp1p1pp/5p2/3p2N1/6b1/4PP2/PPPP2PP/RNBQKB1R b KQkq - 0 4,11,6,3,2,0.5454545454545454,0.2727272727272727,0.18181818181818182,0.3636363636363636,0.5950413223140496,1.4353713907745331,-0.09221715512923945,0.8194898824019666,0.9117070375312061,True,0.666692852973938,0.028800252655690365,0.019501073613612085,2,11,2,0.18181818181818182,1.0,0.18181818181818182
rnbqkb1r/pp2p1pp/2p2p1n/3p4/3P2P1/2N2N2/PPP1PP1P/R1BQKB1R w KQkq - 0 5,43,26,4,13,0.6046511627906976,0.09302325581395349,0.3023255813953488,0.3023255813953488,0.8155759870200108,1.279354312667154,0.032398736470166056,0.5722524263205315,0.5398536898503654,False,1.3198382258415222,0.022317757353533144,0.023376083214117882,2,43,2,0.046511627906976744,1.0,0.046511627906976744
rnbqkbnr/ppp2ppp/8/3pp1N1/3P4/8/PPP1PPPP/RNBQKB1R b KQkq - 1 3,14,5,1,8,0.35714285714285715,0.07142857142857142,0.5714285714285714,-0.21428571428571425,0.8826530612244898,1.2638091738835462,-0.7064148631055198,0.2778434345340913,0.9842582976396111,True,1.1194010756232522,0.019646764333759035,0.022854550829158358,11,14,11,0.7857142857142857,1.0,0.7857142857142857
rnbqkbnr/pp1p3p/4ppp1/8/8/2N1P3/PPPP1PPP/R1BQKB1R w KQkq - 0 6,11,5,3,3,0.45454545454545453,0.2727272727272727,0.2727272727272727,0.18181818181818182,0.6942148760330579,1.5394847569315018,-0.31055989344459733,0.674196257080961,0.9847561505255583,True,,0.0065972020595588465,,0,11,0,0.0,1.0,0.0
rnbqkbnr/pp1p3p/2p1ppp1/1N6/8/2N1P3/PPPP1PPP/R1BQKB1R b KQkq - 1 5,10,3,1,6,0.3,0.1,0.6,-0.3,0.8099999999999999,1.295461844238322,-0.8578155290741054,0.2578155290741054,1.1156310581482107,True,0.867811918258667,0.021886889729648827,0.028193418336320164,3,10,3,0.3,1.0,0.3
rnb1kb1r/pppp2pp/4pn2/5p2/8/4PPP1/PPPP3P/RNBQK2R b KQkq - 0 7,15,7,2,6,0.4666666666666667,0.13333333333333333,0.4,0.06666666666666665,0.8622222222222222,1.4294732983598406,-0.40324049870071,0.5365738320340433,0.9398143307347533,True,,0.03326224572956562,,0,15,0,0.0,1.0,0.0
rnbqkb1r/ppppp1pp/5p2/3N4/8/8/PPPPPP1P/R1BQKB1R b KQkq - 1 4,11,7,0,4,0.6363636363636364,0.0,0.36363636363636365,0.2727272727272727,0.9256198347107438,0.9456603046006401,-0.295821955864798,0.8412765013193434,1.1370984571841414,True,,0.030127355659549885,,0,11,0,0.0,1.0,0.0
rnbqkb1r/pp1p3p/2p1ppp1/8/3PP3/2N4B/PPP2P1P/R1BQK2R w KQkq - 0 7,11,5,3,3,0.45454545454545453,0.2727272727272727,0.2727272727272727,0.18181818181818182,0.6942148760330579,1.5394847569315018,-0.31055989344459733,0.674196257080961,0.9847561505255583,True,1.7209757566452026,0.016722105104814877,0.024150080680311103,4,11,4,0.36363636363636365,1.0,0.36363636363636365
rnbqkb1r/pp1pp1pp/2p2p2/8/3PP3/2N5/PPP2P1P/R1BQKB1R b KQkq - 0 5,42,24,5,13,0.5714285714285714,0.11904761904761904,0.30952380952380953,0.26190476190476186,0.812358276643991,1.3505446411697424,-0.010677286353754312,0.534486810163278,0.5451640965170323,True,,0.03344255583804278,,0,42,0,0.0,1.0,0.0
rnbqkb1r/ppppp1pp/7n/8/8/2N5/PPPPPPPP/R1BQKB1R w KQkq - 0 4,17,8,3,6,0.47058823529411764,0.17647058823529413,0.35294117647058826,0.11764705882352938,0.8096885813148789,1.4836591643979626,-0.310095671902158,0.5453897895492168,0.8554854614513747,True,,0.01162429345662103,,0,17,0,0.0,1.0,0.0
rnb1k2r/pppp3p/4pnp1/1N3p2/1b6/2P1PP2/PP1P2PP/RNB1KB1R b KQkq - 0 8,10,4,0,6,0.4,0.0,0.6,-0.19999999999999996,0.96,0.9709505944546686,-0.8072726297031968,0.4072726297031969,1.2145452594063937,True,0.5589262843132019,0.02129587554372847,0.011435179052919686,1,10,1,0.1,1.0,0.1
r1bq1k2/ppNp2p1/2p1p3/4P3/1b1P3P/8/PP3P2/R2K1B1R w - - 0 13,10,6,1,3,0.6,0.1,0.3,0.3,0.8099999999999999,1.295461844238322,-0.2578155290741054,0.8578155290741054,1.1156310581482107,True,,0.0167651129886508,,0,10,0,0.0,1.0,0.0
rnbqkbnr/ppp1p1pp/5p2/3p4/8/2P2N2/PP1PPPPP/RNBQKB1R w KQkq - 0 3,12,8,2,2,0.6666666666666666,0.16666666666666666,0.16666666666666666,0.5,0.5833333333333333,1.2516291673878228,0.06786855985531448,0.9321314401446855,0.864262880289371,False,,0.011163829127326608,,0,12,0,0.0,1.0,0.0
rnbqkbnr/pp1p3p/2p1p1p1/8/8/2NBP3/PPPP1PPP/R1BQK2R w KQkq - 0 6,17,11,2,4,0.6470588235294118,0.11764705882352941,0.23529411764705882,0.411764705882353,0.7128027681660899,1.2607717938967942,0.01042851988928839,0.8131008918754176,0.8026723719861292,False,1.4887937307357788,0.007409747032558217,0.011910943853803535,1,17,1,0.058823529411764705,1.0,0.058823529411764705
rnbqk2r/pp1p2pp/2pbp2n/8/3P2P1/2N2N2/PPP2P1P/R1BQKB1R w KQkq - 1 7,13,7,0,6,0.5384615384615384,0.0,0.46153846153846156,0.07692307692307687,0.9940828402366864,0.9957274520849255,-0.4650624675284821,0.6189086213746359,1.083971088903118,True,1.0770590504010518,0.008887820769674502,0.012775188263717116,3,13,3,0.23076923076923078,1.0,0.23076923076923078
rnbqkbnr/ppp3pp/4pp2/3p4/3PP3/5N2/PPP2PPP/RNBQKB1R w KQkq - 0 4,10,6,1,3,0.6,0.1,0.3,0.3,0.8099999999999999,1.295461844238322,-0.2578155290741054,0.8578155290741054,1.1156310581482107,True,2.086789619922638,0.007967384438961745,0.016620491543310113,10,10,10,1.0,1.0,1.0
rnbqkb1r/ppp3pp/5p1n/1N1pp3/3P2P1/5N2/PPP1PP1P/R1BQKB1R b KQkq - 1 5,17,7,2,8,0.4117647058823529,0.11764705882352941,0.47058823529411764,-0.05882352941176472,0.8788927335640138,1.4020814027560318,-0.5044711245434715,0.3868240657199421,0.8912951902634136,True,1.7999628517362807,0.018090841908226993,0.03294443351937483,9,17,9,0.5294117647058824,1.0,0.5294117647058824
rnbq1k1r/ppNp2pp/2pbpp1n/8/5PP1/4P3/PPPP3P/RNBQKB1R b KQ - 0 7,13,6,1,6,0.46153846153846156,0.07692307692307693,0.46153846153846156,0.0,0.9230769230769231,1.3143204867061788,-0.5222703388043869,0.5222703388043869,1.0445406776087738,True,0.8465176820755005,0.023179128479499083,0.02246729039490636,1,13,1,0.07692307692307693,1.0,0.07692307692307693
r1bq1k1r/ppNp2pp/n1pbpp1n/8/1P3PP1/4P3/P1PP3P/RNBQKB1R b KQ - 0 8,12,5,0,7,0.4166666666666667,0.0,0.5833333333333334,-0.16666666666666669,0.9722222222222222,0.9798687566511528,-0.7245459570176649,0.39121262368433146,1.1157585807019963,True,2.15922212600708,0.02770144895960887,0.08191692028830033,1,12,1,0.08333333333333333,1.0,0.08333333333333333
rnbqkb1r/ppppp1pp/5p2/8/3P4/2N5/PPP1PP1P/R1BQKB1R b KQkq - 0 4,14,7,3,4,0.5,0.21428571428571427,0.2857142857142857,0.2142857142857143,0.7397959183673469,1.4926140680171258,-0.23626121969926828,0.6648326482706969,0.9010938679699652,True,,0.022915437817573547,,0,14,0,0.0,1.0,0.0
rnbqkb1r/ppp1p1pp/5p1n/3p4/3PP3/5N2/PPP2PPP/RNBQKB1R w KQkq - 1 4,19,9,5,5,0.47368421052631576,0.2631578947368421,0.2631578947368421,0.21052631578947367,0.6925207756232686,1.5243166733459836,-0.1636598215407356,0.584712453119683,0.7483722746604187,True,1.3067780102000517,0.007490757117538075,0.009661581036388589,17,19,17,0.8947368421052632,1.0,0.8947368421052632
rnbqkbnr/pppp2pp/4pp2/8/8/2N1PN2/PPPP1PPP/R1BQKB1R b KQkq - 1 3,12,9,0,3,0.75,0.0,0.25,0.5,0.75,0.8112781244591328,0.010009003864986488,0.9899909961350135,0.979981992270027,False,2.25379878282547,0.018979256118958194,0.034565632422251635,4,12,4,0.3333333333333333,1.0,0.3333333333333333
rn1qkb1r/ppp1p1pp/5p2/3p4/3P4/2N5/PPP1PP1P/R2QKB1R b KQkq - 0 5,16,9,2,5,0.5625,0.125,0.3125,0.25,0.8125,1.3663146570363986,-0.19167191527011712,0.6916719152701172,0.8833438305402344,True,,0.023926285561174154,,0,16,0,0.0,1.0,0.0
rnbqk2r/pp1p2pp/2pbp2n/4P3/3P4/2N5/PPP2P1P/R1BQKB1R w KQkq - 0 8,15,9,3,3,0.6,0.2,0.2,0.39999999999999997,0.6400000000000001,1.3709505944546687,-0.004848419802131243,0.8048484198021312,0.8096968396042624,True,0.31000948548316953,0.017827619146555663,0.0023385545528447627,5,15,5,0.3333333333333333,1.0,0.3333333333333333
rnbqk2r/pp1p3p/2pbp1pn/4P2Q/3P4/2N5/PPP2P1P/R1B1KB1R w KQkq - 0 9,15,9,3,3,0.6,0.2,0.2,0.39999999999999997,0.6400000000000001,1.3709505944546687,-0.004848419802131243,0.8048484198021312,0.8096968396042624,True,0.006855263956822455,0.026442617923021317,0.0001743658497713034,14,15,14,0.9333333333333333,1.0,0.9333333333333333
rnbq1rk1/pp1p3p/2pbp1pn/4P1Q1/3P4/2N5/PPP2P1P/R1B1KB1R w KQ - 2 10,13,9,1,3,0.6923076923076923,0.07692307692307693,0.23076923076923078,0.4615384615384615,0.7100591715976332,1.1401156785146092,0.003477072643874757,0.9195998504330483,0.9161227777891735,False,0.5464222683356359,0.01765871599603158,0.009352938567170014,13,13,13,1.0,1.0,1.0
r1bqkbnr/pppp1ppp/2n5/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 1 3,16,7,2,7,0.4375,0.125,0.4375,0.0,0.875,1.4185644431995963,-0.45834460753532374,0.45834460753532374,0.9166892150706475,True,1.1797008752822875,0.008957761572673917,0.010181294296055321,5,16,5,0.3125,1.0,0.3125
rnbqk1nr/pp1p2pp/4pp2/8/8/4P3/PP1P1PPP/R1BQKB1R w KQkq - 0 7,13,5,2,6,0.38461538461538464,0.15384615384615385,0.46153846153846156,-0.07692307692307693,0.8402366863905326,1.4604846813131116,-0.5752074126812643,0.4213612588351105,0.9965686715163748,True,,0.02637824287208227,,0,13,0,0.0,1.0,0.0
